67.45,113.32
72.58,126.26
73.20,117.59
75.07,125.49
79.41,111.57
77.40,124.05
66.22,105.59
79.39,140.35
82.47,129.85
69.70,116.50
82.70,129.04
79.99,132.46
77.11,113.30
65.29,96.71
82.82,139.07
65.16,129.61
78.63,123.71
71.79,116.20
65.68,116.30
28.29,70.25
60.68,93.30
40.58,68.59
41.52,77.89
86.87,131.46
9.62,42.01
18.82,56.65
19.37,43.16
99.54,156.32
19.94,61.78
6.43,15.63
5.40,29.32
30.47,86.42
53.31,91.93
43.91,84.68
13.85,57.25
7.58,39.32
22.09,58.61
34.58,64.76
72.17,132.11
26.49,69.78
20.36,66.61
64.82,125.17
60.30,114.55
31.11,64.81
23.98,61.99
58.43,88.55
98.72,150.49
74.81,123.23
17.04,48.92
15.10,65.38
61.95,110.96
52.83,95.80
80.53,140.00
82.11,132.44
98.09,149.15
60.83,110.27
11.65,47.11
24.57,65.81
15.74,34.79
67.95,110.66
62.29,103.46
41.91,67.78
24.88,73.72
81.01,125.28
2.19,26.18
34.56,59.54
48.74,62.40
95.61,151.57
82.01,149.54
81.39,138.31
99.38,151.07
16.55,57.77
31.62,70.09
91.35,141.68
81.89,129.37
14.88,46.69
75.74,122.54
53.35,93.69
2.91,45.12
49.51,102.57
58.92,110.02
27.91,74.13
43.91,74.45
24.07,50.69
80.80,141.04
50.82,105.96
34.79,69.38
50.96,106.95
95.73,164.88
83.93,137.91
85.55,130.21
10.22,36.64
93.37,145.68
9.15,34.60
45.48,91.01
25.27,66.43
21.43,56.87
50.78,95.64
33.59,70.74
85.98,137.76
53.98,101.29
78.42,130.06
24.18,60.26
9.82,50.42
80.72,135.80
91.28,137.96
6.44,22.70
45.80,73.19
34.78,77.91
54.99,77.45
18.87,40.45
76.03,137.48
65.51,98.22
63.19,111.12
61.24,106.69
46.01,104.14
69.88,116.22
35.05,61.92
34.21,74.59
60.90,118.80
66.43,138.67
61.54,99.86
98.06,158.73
63.06,104.87
13.78,38.00
66.67,120.34
25.26,57.64
84.12,135.45
60.44,124.10
55.03,99.30
26.93,68.49
28.10,70.56
61.96,97.65
11.35,27.32
90.50,133.37
1.43,23.30
29.41,81.69
13.33,39.53
83.81,122.25
26.61,67.80
88.97,139.94
55.52,103.94
27.19,45.60
24.34,68.86
2.29,31.13
99.86,177.32
61.32,119.00
25.20,55.24
53.42,102.99
68.08,119.58
4.97,26.76
58.41,112.02
94.65,153.69
88.05,153.59
1.23,22.98
89.67,143.90
88.90,140.26
41.79,89.26
63.28,101.49
76.14,124.35
15.75,49.81
15.00,30.83
84.97,148.10
2.57,37.49
99.53,153.02
20.43,49.50
64.31,106.40
86.75,144.09
97.39,152.12
29.37,65.74
65.88,115.70
31.34,66.41
66.58,102.62
98.94,163.97
38.08,78.41
74.40,126.55
21.34,44.26
23.58,63.06
63.37,127.03
32.51,48.69
66.52,115.51
24.21,63.81
64.57,117.41
36.48,75.85
31.69,80.60
15.39,33.98
30.16,72.01
23.63,68.56
32.61,62.00
16.78,51.83
76.92,119.32
17.50,47.90
95.48,150.29
2.08,31.73
22.80,59.33
91.12,150.97
92.48,144.61
95.22,156.15
91.18,137.60
23.10,56.84
43.77,65.72
14.57,58.46
98.89,173.36
24.58,51.58
79.99,124.35
21.85,60.33
24.33,60.31
73.60,120.57
76.45,131.74
53.99,97.00
8.68,20.94
79.81,149.08
76.97,117.05
80.98,139.12
58.07,97.50
45.43,80.96
53.08,104.29
19.54,32.97
35.89,77.35
76.16,113.47
17.84,56.19
28.53,65.82
58.86,90.37
52.69,91.06
64.70,107.57
19.65,45.50
68.42,119.26
93.64,141.37
53.01,96.01
79.78,123.39
28.17,64.87
26.07,69.80
41.51,80.57
64.23,95.43
38.51,78.77
9.85,29.83
85.71,151.44
44.67,82.86
54.86,103.01
78.96,130.82
42.66,85.57
17.87,47.71
60.57,113.25
31.74,65.39
54.69,91.16
82.13,125.65
55.17,110.18
2.40,39.65
82.34,138.17
99.36,161.89
58.27,97.50
18.73,72.10
61.60,114.27
6.24,3.91
11.67,44.53
80.72,121.92
2.16,12.35
7.62,32.58
85.96,125.23
35.28,59.78
60.40,109.43
11.41,43.20
59.42,114.51
44.03,62.51
38.04,86.32
85.50,131.11
93.21,152.09
82.26,160.47
49.29,90.17
78.86,126.58
0.95,26.22
63.44,106.39
28.54,38.89
44.60,91.99
75.27,127.43
3.21,28.03
68.07,117.83
28.55,64.70
81.46,131.76
37.61,72.26
30.90,50.93
83.26,129.32
99.26,166.27
92.25,127.03
46.25,88.25
87.28,130.21
88.93,149.60
67.16,121.60
38.35,81.73
60.44,102.45
60.25,110.12
50.22,80.88
13.16,35.31
5.44,39.66
19.65,53.65
19.06,70.17
1.77,14.56
47.64,93.59
34.43,67.49
80.93,114.51
57.97,101.17
73.68,130.20
54.59,106.92
28.75,45.09
21.77,55.38
84.77,149.73
45.67,79.64
4.71,39.69
97.31,162.31
55.41,103.48
60.03,108.59
46.17,94.73
29.61,50.63
88.56,134.34
96.77,146.07
72.45,122.47
5.34,38.58
29.51,61.88
99.63,164.66
33.03,79.84
58.15,99.87
23.47,40.32
99.88,153.95
42.19,87.58
51.86,96.54
51.82,103.10
64.15,120.72
35.58,69.85
50.30,95.52
30.40,59.75
44.39,104.84
5.75,27.37
76.76,120.89
38.51,78.25
51.38,95.20
95.87,144.37
25.73,57.94
48.17,86.26
76.52,136.26
62.27,104.44
6.09,25.91
86.23,139.69
95.85,137.52
65.11,95.32
50.01,76.43
86.87,150.37
72.84,114.23
4.61,40.10
56.12,94.18
18.48,49.12
71.50,129.55
66.05,122.13
88.05,135.69
48.16,93.94
15.01,56.52
47.18,98.47
92.48,169.10
4.27,37.99
28.35,83.15
16.24,42.69
61.16,106.80
20.77,66.28
98.82,146.01
50.96,96.21
30.15,81.64
43.10,69.66
63.77,110.11
53.71,104.17
9.39,34.61
57.13,101.90
98.84,151.92
27.33,71.33
74.06,116.61
42.54,82.78
90.46,141.69
11.72,28.01
52.21,90.57
71.61,109.93
10.55,43.48
3.79,25.55
36.59,85.67
30.36,66.51
61.63,117.52
50.93,83.15
72.16,120.20
94.21,142.89
56.51,99.26
78.14,130.00
14.58,52.25
77.84,112.59
96.95,149.53
60.81,102.14
22.48,61.10
0.30,26.35
19.24,43.53
14.33,32.93
2.96,27.57
73.70,117.04
80.68,139.90
93.13,159.18
51.72,79.18
8.65,45.41
47.80,90.78
94.24,125.70
34.17,67.00
0.34,21.46
71.40,137.37
15.05,49.08
76.83,118.57
51.99,98.43
61.83,95.44
19.42,48.84
30.69,71.48
42.80,89.98
38.40,75.66
95.32,176.27
26.26,63.12
93.95,146.27
82.26,127.92
54.81,98.36
69.41,113.00
98.83,167.28
65.81,112.40
93.29,151.97
83.91,135.23
3.86,30.88
44.71,93.03
56.78,99.60
32.13,74.18
46.05,71.61
50.97,109.62
83.30,131.35
16.22,43.35
68.86,127.38
32.42,80.10
68.24,117.81
96.48,145.77
81.56,137.54
75.45,128.67
15.68,49.20
7.32,28.95
38.46,79.41
10.88,43.87
12.70,38.61
71.27,119.31
52.17,94.03
92.68,147.27
53.31,108.86
34.74,72.20
22.60,43.26
85.78,122.56
16.33,38.68
77.01,128.01
82.01,145.23
32.57,80.69
0.02,16.66
60.29,104.37
56.00,93.17
83.37,144.58
77.48,123.07
40.77,82.13
19.64,37.30
93.89,147.49
84.13,136.13
84.61,132.76
71.94,127.43
3.87,34.60
0.79,31.77
16.24,48.16
5.54,32.61
6.94,18.55
77.58,121.24
62.66,117.19
3.97,27.93
36.88,79.37
33.39,73.04
80.28,124.90
69.44,112.26
1.25,41.28
67.13,112.65
61.87,108.98
79.75,121.69
40.54,78.77
14.74,50.92
40.86,96.11
93.05,142.28
44.68,105.45
64.08,118.34
29.65,62.62
54.85,107.69
90.49,143.17
59.53,97.33
9.42,16.65
49.28,92.02
52.06,88.07
71.91,115.37
28.39,74.31
24.44,54.18
99.63,161.50
23.09,42.04
49.72,104.02
98.26,156.73
19.47,39.65
74.42,131.61
26.34,51.76
18.85,50.25
92.10,151.85
64.50,92.43
52.33,93.21
48.28,77.80
7.17,45.70
29.92,88.95
93.88,146.70
47.45,88.30
74.86,130.32
42.21,83.15
6.16,27.75
57.72,105.95
47.29,75.22
73.18,117.51
79.90,128.71
57.13,103.83
30.47,83.21
62.64,106.70
25.95,48.03
19.20,36.11
93.44,157.51
29.61,64.43
57.80,113.16
30.12,85.68
95.70,162.52
38.33,91.31
73.92,109.80
40.35,80.61
71.71,129.67
82.19,125.78
60.34,107.01
68.00,108.15
83.50,132.47
65.17,109.88
19.85,46.43
77.69,134.82
33.77,72.05
70.60,127.89
5.90,32.10
31.79,77.58
33.11,61.47
24.43,36.13
84.00,145.60
53.35,95.48
24.63,67.01
42.49,67.65
78.58,129.77
3.25,44.70
55.43,116.08
45.04,96.45
31.23,88.99
20.78,60.56
16.71,26.57
47.63,84.40
54.65,100.54
72.42,93.54
11.31,38.33
41.18,89.37
92.63,145.69
10.10,27.06
15.15,53.80
68.30,124.23
51.42,98.39
83.48,128.65
99.17,147.48
41.89,93.76
5.82,33.79
46.12,102.08
27.70,68.92
